Arousal,Compound,Dominance,Flair,POS nlkt,POS spcy,POS stza,Stanza,Subjectivity,Valence,category,word
0.82,0.0,0.79,NEGATIVE,NOUN,NOUN,NOUN,1.0,0.0,0.98,friendly,outs
0.82,0.0,0.79,POSITIVE,NOUN,NOUN,NOUN,1.0,0.0,0.98,friendly,space
0.82,0.0,0.79,POSITIVE,NOUN,NOUN,PROPN,1.0,0.0,0.98,friendly,pc
0.82,0.0,0.79,POSITIVE,NOUN,VERB,VERB,1.0,0.0,0.98,friendly,prefer
0.82,0.0,0.79,POSITIVE,NOUN,PROPN,NOUN,1.0,0.0,0.98,friendly,bunny
0.82,0.0,0.79,POSITIVE,NOUN,NOUN,NOUN,1.0,0.0,0.98,friendly,twist
0.82,0.0,0.79,POSITIVE,NOUN,ADV,ADV,1.0,0.0,0.98,friendly,forth
0.82,0.0,0.79,NEGATIVE,ADV,ADV,ADJ,0.0,0.0,0.98,friendly,smelly
0.82,0.0,0.79,POSITIVE,NOUN,PROPN,NOUN,1.0,0.0,0.98,friendly,math
0.82,0.0,0.79,POSITIVE,NOUN,PROPN,NOUN,1.0,0.0,0.98,friendly,lamp
0.82,0.0,0.79,POSITIVE,NOUN,NOUN,NOUN,1.0,0.0,0.98,friendly,reality
0.82,0.0,0.79,NEGATIVE,NOUN,NOUN,NOUN,1.0,0.95,0.98,friendly,chicken
0.82,0.0,0.79,NEGATIVE,NOUN,PROPN,NOUN,1.0,0.0,0.98,friendly,turkey
0.82,0.0,0.79,POSITIVE,NOUN,NOUN,VERB,1.0,0.0,0.98,friendly,set
0.82,0.0,0.79,POSITIVE,NOUN,PROPN,PROPN,1.0,0.0,0.98,friendly,charlie
0.82,0.0,0.79,POSITIVE,NOUN,PROPN,PROPN,1.0,0.0,0.98,friendly,bt
0.82,0.4,0.79,POSITIVE,ADJ,ADJ,ADJ,1.0,0.6,0.98,friendly,active
0.82,0.0,0.79,POSITIVE,NOUN,PROPN,ADV,1.0,0.0,0.98,friendly,sooooo
0.82,0.0,0.79,NEGATIVE,NOUN,PROPN,NOUN,1.0,0.0,0.98,friendly,teenage
0.82,0.0,0.79,POSITIVE,NOUN,NOUN,NOUN,1.0,0.0,0.98,friendly,voices
0.82,0.0,0.79,POSITIVE,NOUN,PROPN,PROPN,1.0,0.0,0.98,friendly,cali
0.82,0.0,0.79,POSITIVE,VERB,VERB,VERB,1.0,0.0,0.98,friendly,began
0.82,0.0,0.79,POSITIVE,NOUN,PROPN,NOUN,1.0,0.0,0.98,friendly,albums
0.82,0.0,0.79,POSITIVE,NOUN,NOUN,NOUN,1.0,0.12,0.98,friendly,future
0.82,-0.44,0.79,NEGATIVE,NOUN,PROPN,VERB,1.0,0.0,0.98,friendly,worry
0.82,0.0,0.79,POSITIVE,NOUN,NOUN,NOUN,1.0,0.0,0.98,friendly,projects
0.82,-0.34,0.79,NEGATIVE,ADV,ADV,ADV,1.0,1.0,0.98,friendly,ridiculously
0.82,0.0,0.79,POSITIVE,NOUN,DET,PRON,1.0,0.0,0.98,friendly,our
0.82,0.0,0.79,POSITIVE,NOUN,NOUN,NOUN,1.0,0.0,0.98,friendly,university
0.82,0.0,0.79,NEGATIVE,NOUN,PROPN,PROPN,1.0,0.0,0.98,friendly,co
0.82,0.0,0.79,POSITIVE,NOUN,PRON,PRON,1.0,0.0,0.98,friendly,everybody
0.82,0.0,0.79,POSITIVE,NOUN,PROPN,PROPN,1.0,0.0,0.98,friendly,july
0.82,0.0,0.79,NEGATIVE,ADJ,ADJ,VERB,1.0,0.25,0.98,friendly,mixed
0.82,0.0,0.79,POSITIVE,NOUN,PROPN,NOUN,1.0,0.0,0.98,friendly,lesson
0.82,0.2,0.79,POSITIVE,NOUN,PROPN,NOUN,1.0,0.5,0.98,friendly,top
0.82,0.0,0.79,POSITIVE,NOUN,PROPN,VERB,1.0,0.0,0.98,friendly,jumps
0.82,0.0,0.79,NEGATIVE,NOUN,NOUN,NOUN,1.0,0.0,0.98,friendly,yesterday
0.82,0.0,0.79,POSITIVE,NOUN,NOUN,VERB,1.0,0.0,0.98,friendly,flies
0.82,0.0,0.79,POSITIVE,NOUN,NOUN,NOUN,1.0,0.0,0.98,friendly,trade
0.82,0.0,0.79,NEGATIVE,ADJ,ADJ,ADJ,1.0,0.5,0.98,friendly,little
0.82,0.0,0.79,POSITIVE,NOUN,NOUN,NOUN,1.0,0.0,0.98,friendly,fries
0.82,0.0,0.79,POSITIVE,NOUN,NOUN,NOUN,1.0,0.0,0.98,friendly,boom
0.82,0.0,0.79,POSITIVE,NOUN,PROPN,PROPN,1.0,0.0,0.98,friendly,cinnamon
0.82,0.0,0.79,POSITIVE,NOUN,VERB,NOUN,1.0,0.0,0.98,friendly,note
0.82,0.0,0.79,POSITIVE,NOUN,NOUN,NOUN,1.0,0.0,0.98,friendly,candy
0.82,0.0,0.79,POSITIVE,VERB,VERB,VERB,1.0,0.0,0.98,friendly,coming
0.82,0.0,0.79,POSITIVE,NOUN,PROPN,PROPN,1.0,0.0,0.98,friendly,martin
0.82,0.0,0.79,POSITIVE,NOUN,PROPN,NOUN,1.0,0.0,0.98,friendly,series
0.82,0.0,0.79,POSITIVE,NOUN,NOUN,NOUN,1.0,0.0,0.98,friendly,breath
0.82,0.0,0.79,POSITIVE,NOUN,NOUN,NOUN,1.0,0.0,0.98,friendly,placement
0.82,0.0,0.79,POSITIVE,NOUN,NOUN,NOUN,1.0,0.0,0.98,friendly,pets
0.82,0.0,0.79,POSITIVE,NOUN,NOUN,NOUN,2.0,0.0,0.98,friendly,season
0.82,0.0,0.79,POSITIVE,NOUN,PROPN,PROPN,1.0,0.0,0.98,friendly,facetime
0.82,0.0,0.79,NEGATIVE,NOUN,ADJ,NOUN,1.0,0.0,0.98,friendly,dive
0.82,0.0,0.79,POSITIVE,NOUN,NOUN,NOUN,1.0,0.0,0.98,friendly,essays
0.82,0.0,0.79,NEGATIVE,NOUN,PROPN,NOUN,1.0,0.0,0.98,friendly,control
0.82,0.0,0.79,POSITIVE,NOUN,ADP,ADV,1.0,0.0,0.98,friendly,after
0.82,0.0,0.79,NEGATIVE,NOUN,PROPN,PROPN,1.0,0.0,0.98,friendly,south
0.82,0.0,0.79,POSITIVE,NOUN,PROPN,PROPN,1.0,0.0,0.98,friendly,twin
0.82,0.46,0.79,NEGATIVE,NOUN,INTJ,INTJ,1.0,0.3,0.98,friendly,haha
0.82,0.0,0.79,POSITIVE,NOUN,ADJ,ADJ,1.0,0.2,0.98,friendly,sober
0.82,0.0,0.79,POSITIVE,VERB,VERB,NOUN,1.0,0.0,0.98,friendly,pouring
0.82,-0.44,0.79,NEGATIVE,NOUN,ADJ,ADJ,0.0,0.9,0.98,friendly,painful
0.82,0.0,0.79,NEGATIVE,NOUN,PROPN,ADJ,1.0,0.0,0.98,friendly,sleepy
0.82,0.0,0.79,POSITIVE,VERB,VERB,VERB,1.0,0.0,0.98,friendly,purchased
0.82,0.0,0.79,POSITIVE,NOUN,PROPN,PROPN,1.0,0.0,0.98,friendly,towie
0.82,0.0,0.79,POSITIVE,NOUN,PROPN,PROPN,1.0,0.0,0.98,friendly,richard
0.82,0.0,0.79,NEGATIVE,NOUN,PROPN,VERB,1.0,0.0,0.98,friendly,grind
0.82,0.0,0.79,NEGATIVE,NOUN,PROPN,PROPN,1.0,0.0,0.98,friendly,rocky
0.82,0.0,0.79,NEGATIVE,NOUN,ADJ,ADJ,1.0,0.0,0.98,friendly,homeless
0.82,0.0,0.79,NEGATIVE,NOUN,PROPN,PROPN,1.0,0.0,0.98,friendly,ma
0.82,0.0,0.79,NEGATIVE,NOUN,PROPN,INTJ,1.0,0.0,0.98,friendly,ahhhhh
0.82,0.0,0.79,POSITIVE,NOUN,NOUN,NOUN,1.0,0.0,0.98,friendly,phase
0.82,0.0,0.79,NEGATIVE,NOUN,PROPN,PROPN,1.0,0.0,0.98,friendly,gna
0.82,0.0,0.79,POSITIVE,NOUN,ADJ,PROPN,1.0,0.0,0.98,friendly,sixth
0.82,0.0,0.79,POSITIVE,NOUN,X,PROPN,1.0,0.0,0.98,friendly,m amp
0.82,-0.25,0.79,POSITIVE,ADV,ADV,ADV,1.0,0.0,0.98,friendly,alone
0.82,0.0,0.79,POSITIVE,NOUN,ADV,ADV,1.0,0.05,0.98,friendly,outside
0.82,0.0,0.79,POSITIVE,VERB,VERB,NOUN,1.0,0.0,0.98,friendly,hitting
0.82,0.0,0.79,POSITIVE,VERB,VERB,NOUN,1.0,0.0,0.98,friendly,sticking
0.82,0.0,0.79,POSITIVE,NOUN,NOUN,NOUN,1.0,0.0,0.98,friendly,wood
0.82,0.15,0.79,POSITIVE,ADJ,ADJ,ADJ,2.0,0.1,0.98,friendly,solid
0.82,0.0,0.79,POSITIVE,VERB,VERB,VERB,1.0,0.0,0.98,friendly,working
0.82,0.0,0.79,POSITIVE,NOUN,PROPN,NOUN,1.0,0.0,0.98,friendly,pillows
0.82,0.0,0.79,POSITIVE,NOUN,ADP,ADP,1.0,0.0,0.98,friendly,among
0.82,0.0,0.79,POSITIVE,ADJ,PROPN,ADJ,1.0,0.9,0.98,friendly,elementary
0.82,0.0,0.79,POSITIVE,VERB,NOUN,NOUN,1.0,0.0,0.98,friendly,streaming
0.82,0.0,0.79,POSITIVE,NOUN,PROPN,NOUN,1.0,0.0,0.98,friendly,ribs
0.82,0.0,0.79,POSITIVE,NOUN,ADP,ADV,1.0,0.0,0.98,friendly,throughout
0.82,-0.36,0.79,NEGATIVE,NOUN,PROPN,ADJ,0.0,0.0,0.98,friendly,sore
0.82,0.0,0.79,POSITIVE,ADV,ADV,ADV,1.0,0.0,0.98,friendly,defiantly
0.82,0.0,0.79,POSITIVE,ADJ,PROPN,ADJ,1.0,0.0,0.98,friendly,daily
0.82,0.0,0.79,POSITIVE,NOUN,NOUN,NOUN,1.0,0.0,0.98,friendly,tear
0.82,0.0,0.79,POSITIVE,VERB,VERB,VERB,1.0,0.0,0.98,friendly,rolled
0.82,0.0,0.79,POSITIVE,NOUN,NOUN,NOUN,1.0,0.0,0.98,friendly,treatment
0.82,0.0,0.79,POSITIVE,NOUN,PROPN,ADJ,1.0,0.0,0.98,friendly,greek
0.82,0.0,0.79,POSITIVE,NOUN,NOUN,NOUN,1.0,0.0,0.98,friendly,nursing
0.82,0.0,0.79,POSITIVE,NOUN,NOUN,NOUN,1.0,0.0,0.98,friendly,presentation
0.82,0.0,0.79,NEGATIVE,NOUN,PROPN,INTJ,1.0,0.0,0.98,friendly,noo
0.82,0.0,0.79,POSITIVE,NOUN,NOUN,NOUN,1.0,0.0,0.98,friendly,scene
0.82,0.0,0.79,POSITIVE,NOUN,NOUN,NOUN,1.0,0.0,0.98,friendly,changes
0.82,0.0,0.79,POSITIVE,NOUN,PROPN,INTJ,1.0,0.0,0.98,friendly,sittin
0.82,0.0,0.79,POSITIVE,VERB,VERB,NOUN,1.0,0.0,0.98,friendly,coaching
0.82,0.0,0.79,POSITIVE,NOUN,NOUN,NOUN,1.0,0.0,0.98,friendly,toys
0.82,0.38,0.79,POSITIVE,NOUN,VERB,VERB,1.0,0.0,0.98,friendly,helps
0.82,0.0,0.79,POSITIVE,NOUN,NOUN,NOUN,1.0,0.0,0.98,friendly,dissertation
0.82,0.0,0.79,POSITIVE,NOUN,NOUN,NOUN,1.0,0.0,0.98,friendly,drinking
0.82,0.0,0.79,POSITIVE,NOUN,PROPN,PROPN,1.0,0.0,0.98,friendly,ed
0.82,0.0,0.79,POSITIVE,NOUN,NOUN,NOUN,1.0,0.0,0.98,friendly,window
0.82,0.0,0.79,POSITIVE,VERB,VERB,VERB,1.0,0.0,0.98,friendly,adding
0.82,0.0,0.79,POSITIVE,VERB,NOUN,NOUN,2.0,0.0,0.98,friendly,filling
0.82,0.0,0.79,POSITIVE,NOUN,NOUN,NOUN,1.0,0.0,0.98,friendly,field
0.82,0.0,0.79,POSITIVE,NOUN,VERB,VERB,1.0,0.0,0.98,friendly,understood
0.82,0.0,0.79,NEGATIVE,VERB,VERB,NOUN,1.0,0.0,0.98,friendly,feeding
0.82,0.0,0.79,POSITIVE,ADJ,ADJ,VERB,2.0,0.9,0.98,friendly,experienced
0.82,0.0,0.79,POSITIVE,NOUN,NOUN,NOUN,1.0,0.0,0.98,friendly,somethings
0.82,0.0,0.79,NEGATIVE,ADV,PART,PART,0.0,0.0,0.98,friendly,not
0.82,0.0,0.79,POSITIVE,NOUN,PROPN,NOUN,1.0,0.0,0.98,friendly,sushi
0.82,0.38,0.79,POSITIVE,VERB,ADJ,ADJ,2.0,1.0,0.98,friendly,stunning
0.82,0.0,0.79,POSITIVE,VERB,VERB,VERB,1.0,0.0,0.98,friendly,makes
0.82,0.0,0.79,POSITIVE,ADJ,ADJ,ADJ,1.0,0.0,0.98,friendly,several
0.82,0.32,0.79,POSITIVE,NOUN,NOUN,NOUN,2.0,0.0,0.98,friendly,truth
0.82,0.0,0.79,NEGATIVE,VERB,VERB,VERB,1.0,0.0,0.98,friendly,figured
0.82,0.0,0.79,POSITIVE,NOUN,PROPN,PROPN,1.0,0.0,0.98,friendly,jeep
0.82,0.0,0.79,POSITIVE,NOUN,PROPN,NOUN,1.0,0.0,0.98,friendly,combo
0.82,0.0,0.79,POSITIVE,NOUN,NOUN,NOUN,1.0,0.0,0.98,friendly,forecast
0.82,0.0,0.79,NEGATIVE,NOUN,NOUN,NOUN,1.0,0.0,0.98,friendly,skirt
0.82,-0.51,0.79,NEGATIVE,NOUN,NOUN,NOUN,1.0,0.0,0.98,friendly,pain
0.82,0.0,0.79,NEGATIVE,NOUN,ADJ,ADJ,1.0,0.85,0.98,friendly,thin
0.82,0.0,0.79,POSITIVE,NOUN,NOUN,NOUN,1.0,0.0,0.98,friendly,background
0.82,0.0,0.79,NEGATIVE,NOUN,NOUN,NOUN,1.0,0.0,0.98,friendly,hospital
0.82,0.0,0.79,POSITIVE,NOUN,PROPN,PROPN,1.0,0.0,0.98,friendly,ms
0.82,0.0,0.79,POSITIVE,ADV,ADV,ADV,1.0,0.6,0.98,friendly,lately
0.82,0.0,0.79,POSITIVE,NOUN,PROPN,NOUN,1.0,0.0,0.98,friendly,cookie
0.82,0.0,0.79,POSITIVE,NOUN,PROPN,NOUN,1.0,0.0,0.98,friendly,outline
0.82,0.0,0.79,POSITIVE,NOUN,PROPN,NOUN,1.0,0.0,0.98,friendly,nandos
0.82,0.0,0.79,POSITIVE,NOUN,NOUN,PROPN,1.0,0.0,0.98,friendly,calc
0.82,0.0,0.79,POSITIVE,VERB,VERB,VERB,2.0,0.0,0.98,friendly,touched
0.82,0.0,0.79,NEGATIVE,NOUN,NOUN,NOUN,1.0,0.0,0.98,friendly,boss
0.82,0.0,0.79,POSITIVE,NOUN,NOUN,NOUN,1.0,0.0,0.98,friendly,engineering
0.82,0.0,0.79,POSITIVE,NOUN,PROPN,PROPN,1.0,0.0,0.98,friendly,bk
0.82,0.0,0.79,POSITIVE,NOUN,PROPN,NOUN,1.0,0.0,0.98,friendly,review
0.82,0.0,0.79,POSITIVE,NOUN,NOUN,NOUN,1.0,0.0,0.98,friendly,notebook
0.82,0.0,0.79,NEGATIVE,VERB,VERB,VERB,1.0,0.0,0.98,friendly,switched
0.82,0.0,0.79,POSITIVE,NOUN,NOUN,NOUN,1.0,0.0,0.98,friendly,meals
0.82,0.46,0.79,POSITIVE,NOUN,ADJ,ADJ,2.0,0.9,0.98,friendly,intelligent
0.82,0.0,0.79,POSITIVE,NOUN,NOUN,NOUN,1.0,0.0,0.98,friendly,butter
0.82,0.51,0.79,POSITIVE,NOUN,NOUN,NOUN,1.0,0.0,0.98,friendly,kisses
0.82,0.0,0.79,POSITIVE,VERB,VERB,VERB,1.0,0.0,0.98,friendly,scheduled
0.82,0.32,0.79,NEGATIVE,NOUN,PROPN,ADJ,1.0,0.0,0.98,friendly,benign
0.82,0.0,0.79,POSITIVE,NOUN,NOUN,NOUN,1.0,0.0,0.98,friendly,climax
0.82,-0.49,0.79,NEGATIVE,VERB,VERB,VERB,1.0,0.0,0.98,friendly,aching
0.82,0.0,0.79,POSITIVE,NOUN,ADJ,ADJ,1.0,0.0,0.98,friendly,angelic
0.82,0.59,0.79,POSITIVE,VERB,NOUN,NOUN,2.0,0.0,0.98,friendly,darling
0.82,0.0,0.79,POSITIVE,NOUN,NOUN,NOUN,0.0,0.0,0.98,friendly,affluence
0.82,0.51,0.79,POSITIVE,NOUN,PROPN,VERB,1.0,0.0,0.98,friendly,beautify
0.82,0.0,0.79,POSITIVE,VERB,PROPN,NOUN,1.0,0.0,0.98,friendly,crowning
0.82,0.0,0.79,POSITIVE,ADJ,PROPN,PROPN,1.0,0.0,0.98,friendly,february
0.82,0.38,0.79,NEGATIVE,NOUN,ADP,INTJ,1.0,0.0,0.98,friendly,ty
0.82,0.0,0.79,POSITIVE,NOUN,PROPN,NOUN,1.0,0.0,0.98,friendly,jog
0.82,0.51,0.79,POSITIVE,NOUN,PROPN,NOUN,1.0,0.0,0.98,friendly,honors
0.82,0.0,0.79,NEGATIVE,NOUN,PROPN,PROPN,1.0,0.0,0.98,friendly,mumford
0.82,0.0,0.79,POSITIVE,NOUN,PROPN,NOUN,1.0,0.0,0.98,friendly,chorus
0.82,0.0,0.79,NEGATIVE,NOUN,NOUN,NOUN,1.0,0.0,0.98,friendly,addiction
0.82,0.0,0.79,POSITIVE,NOUN,NOUN,NOUN,1.0,0.0,0.98,friendly,grandmas
0.82,0.0,0.79,POSITIVE,NOUN,PRON,PRON,1.0,0.0,0.98,friendly,ourselves
0.82,0.0,0.79,POSITIVE,NOUN,PROPN,VERB,1.0,0.0,0.98,friendly,decorate
0.82,0.0,0.79,NEGATIVE,ADJ,ADJ,ADJ,1.0,0.0,0.98,friendly,hectic
0.82,0.0,0.79,NEGATIVE,NOUN,PROPN,INTJ,1.0,0.0,0.98,friendly,mornin
0.82,0.0,0.79,NEGATIVE,NOUN,PROPN,NOUN,1.0,0.0,0.98,friendly,mandarin
0.82,0.0,0.79,POSITIVE,NOUN,PROPN,PROPN,1.0,0.0,0.98,friendly,usa
0.82,0.0,0.79,POSITIVE,VERB,VERB,VERB,1.0,0.0,0.98,friendly,traveling
0.82,0.0,0.79,POSITIVE,NOUN,PROPN,PROPN,1.0,0.0,0.98,friendly,violin
0.82,0.0,0.79,POSITIVE,VERB,VERB,VERB,1.0,0.0,0.98,friendly,healed
0.82,0.42,0.79,POSITIVE,NOUN,PROPN,NOUN,1.0,0.0,0.98,friendly,champs
0.82,0.0,0.79,POSITIVE,NOUN,PROPN,VERB,1.0,0.0,0.98,friendly,sung
0.82,0.3,0.79,POSITIVE,NOUN,NOUN,VERB,1.0,0.0,0.98,friendly,frees
0.82,0.0,0.79,POSITIVE,NOUN,PROPN,NOUN,1.0,0.0,0.98,friendly,nighter
0.82,0.0,0.79,POSITIVE,NOUN,PROPN,NOUN,1.0,0.0,0.98,friendly,memories
0.82,0.0,0.79,NEGATIVE,NOUN,NOUN,NOUN,1.0,0.0,0.98,friendly,rain
0.82,0.0,0.79,POSITIVE,NOUN,NOUN,NOUN,1.0,0.0,0.98,friendly,tradition
0.82,0.0,0.79,POSITIVE,ADV,NUM,X,1.0,0.0,0.98,friendly,eleven
0.82,0.0,0.79,POSITIVE,NOUN,VERB,ADJ,1.0,0.0,0.98,friendly,bound
0.82,0.23,0.79,POSITIVE,NOUN,NOUN,NOUN,1.0,0.0,0.98,friendly,spark
0.82,-0.27,0.79,NEGATIVE,NOUN,PROPN,PROPN,1.0,0.0,0.98,friendly,lone
0.82,0.0,0.79,NEGATIVE,NOUN,NOUN,NOUN,1.0,0.0,0.98,friendly,snows
0.82,0.0,0.79,POSITIVE,NOUN,PROPN,NOUN,1.0,0.0,0.98,friendly,suns
0.82,0.57,0.79,POSITIVE,NOUN,PROPN,ADJ,2.0,0.0,0.98,friendly,prettiest
0.82,0.0,0.79,POSITIVE,VERB,VERB,VERB,1.0,0.0,0.98,friendly,consisted
0.82,0.0,0.79,POSITIVE,NOUN,NOUN,NOUN,1.0,0.0,0.98,friendly,painting
0.82,0.0,0.79,POSITIVE,NOUN,PROPN,PROPN,1.0,0.0,0.98,friendly,cindy
0.82,0.0,0.79,POSITIVE,NOUN,PROPN,PROPN,1.0,0.0,0.98,friendly,cudi
0.82,0.0,0.79,NEGATIVE,NOUN,PROPN,NOUN,0.0,0.0,0.98,friendly,asthma
0.82,0.0,0.79,NEGATIVE,NOUN,PROPN,PROPN,2.0,0.0,0.98,friendly,cloud
0.82,0.0,0.79,POSITIVE,NOUN,PROPN,NOUN,1.0,0.0,0.98,friendly,mount
0.82,0.0,0.79,POSITIVE,NOUN,NOUN,NOUN,1.0,0.0,0.98,friendly,baths
0.82,0.0,0.79,POSITIVE,NOUN,NOUN,NOUN,1.0,0.0,0.98,friendly,valentines
0.82,0.0,0.79,POSITIVE,NOUN,NOUN,NOUN,2.0,0.0,0.98,friendly,revelation
0.82,0.0,0.79,POSITIVE,NOUN,NOUN,NOUN,1.0,0.0,0.98,friendly,visitors
0.82,0.0,0.79,POSITIVE,VERB,ADJ,ADJ,1.0,0.0,0.98,friendly,fashioned
0.82,0.0,0.79,POSITIVE,NOUN,PROPN,PROPN,1.0,0.0,0.98,friendly,remix
0.82,0.0,0.79,POSITIVE,NOUN,PROPN,PROPN,1.0,0.0,0.98,friendly,jane
0.82,0.46,0.79,POSITIVE,NOUN,ADJ,ADJ,2.0,1.0,0.98,friendly,cute
0.82,0.32,0.79,POSITIVE,ADJ,ADJ,ADJ,2.0,0.5,0.98,friendly,fresh
0.82,0.0,0.79,POSITIVE,NOUN,NOUN,PROPN,1.0,0.0,0.98,friendly,piano
0.82,0.0,0.79,NEGATIVE,NOUN,ADV,INTJ,1.0,0.0,0.98,friendly,phew
0.82,0.0,0.79,POSITIVE,VERB,VERB,VERB,1.0,0.0,0.98,friendly,obtain
0.82,0.0,0.79,POSITIVE,NOUN,PROPN,NOUN,1.0,0.0,0.98,friendly,tub
0.82,0.0,0.79,POSITIVE,NOUN,NOUN,NOUN,1.0,0.0,0.98,friendly,butterflies
0.82,0.0,0.79,POSITIVE,NOUN,ADJ,ADJ,1.0,0.17,0.98,friendly,inner
0.82,0.0,0.79,POSITIVE,NOUN,VERB,NOUN,1.0,0.0,0.98,friendly,spread
0.82,0.51,0.79,POSITIVE,VERB,VERB,VERB,2.0,0.7,0.98,friendly,enjoyed
0.82,0.1,0.79,POSITIVE,VERB,VERB,VERB,1.0,0.0,0.98,friendly,reached
0.82,0.0,0.79,POSITIVE,VERB,NOUN,NOUN,1.0,0.0,0.98,friendly,tanning
0.82,0.0,0.79,NEGATIVE,NOUN,PROPN,PROPN,1.0,0.0,0.98,friendly,tam
0.82,0.0,0.79,POSITIVE,VERB,VERB,NOUN,1.0,0.0,0.98,friendly,listening
0.82,0.0,0.79,POSITIVE,NOUN,PROPN,PROPN,2.0,0.0,0.98,friendly,allah
0.82,0.0,0.79,NEGATIVE,NOUN,PROPN,PROPN,1.0,0.0,0.98,friendly,lang
0.82,0.0,0.79,POSITIVE,NOUN,PROPN,PROPN,1.0,0.0,0.98,friendly,et
0.82,0.0,0.79,POSITIVE,VERB,VERB,VERB,2.0,0.0,0.98,friendly,provides
0.82,0.0,0.79,POSITIVE,NOUN,PROPN,PROPN,1.0,0.0,0.98,friendly,steph
0.82,0.0,0.79,POSITIVE,NOUN,VERB,VERB,1.0,0.0,0.98,friendly,consists
0.82,0.0,0.79,POSITIVE,NOUN,NOUN,NOUN,1.0,0.0,0.98,friendly,beers
0.82,0.0,0.79,POSITIVE,NOUN,NOUN,NOUN,1.0,0.0,0.98,friendly,entry
0.82,0.42,0.79,POSITIVE,NOUN,NOUN,NOUN,1.0,0.0,0.98,friendly,opportunity
0.82,0.0,0.79,POSITIVE,NOUN,PROPN,PROPN,1.0,0.0,0.98,friendly,dean
0.82,0.0,0.79,POSITIVE,VERB,VERB,NOUN,1.0,0.0,0.98,friendly,climbing
0.82,0.0,0.79,POSITIVE,NOUN,NOUN,NOUN,1.0,0.0,0.98,friendly,source
0.82,0.0,0.79,POSITIVE,VERB,VERB,VERB,1.0,0.0,0.98,friendly,surrounded
0.82,0.0,0.79,POSITIVE,NOUN,NOUN,NOUN,1.0,0.0,0.98,friendly,icecream
0.82,0.0,0.79,POSITIVE,NOUN,PROPN,NOUN,1.0,0.0,0.98,friendly,happybirthday
0.82,0.3,0.79,POSITIVE,VERB,VERB,NOUN,1.0,0.0,0.98,friendly,cheerleading
0.82,0.0,0.79,NEGATIVE,NOUN,NOUN,NOUN,1.0,0.0,0.98,friendly,homies
0.82,0.0,0.79,NEGATIVE,NOUN,NOUN,NOUN,1.0,0.0,0.98,friendly,occasion
0.82,0.0,0.79,POSITIVE,NOUN,PROPN,NOUN,1.0,0.0,0.98,friendly,pane
0.82,0.0,0.79,POSITIVE,NOUN,NOUN,NOUN,1.0,0.0,0.98,friendly,hair
0.82,0.4,0.79,POSITIVE,NOUN,NOUN,NOUN,1.0,0.0,0.98,friendly,boost
0.82,0.0,0.79,NEGATIVE,NOUN,PROPN,AUX,1.0,0.0,0.98,friendly,oughta
0.82,0.0,0.79,NEGATIVE,VERB,NOUN,NOUN,1.0,0.0,0.98,friendly,throbbing
0.82,0.0,0.79,NEGATIVE,NOUN,NOUN,NOUN,1.0,0.0,0.98,friendly,shiz
0.82,0.0,0.79,POSITIVE,VERB,VERB,NOUN,1.0,0.0,0.98,friendly,travelling
0.82,0.38,0.79,POSITIVE,NOUN,VERB,VERB,1.0,0.0,0.98,friendly,resolve
0.82,0.0,0.79,NEGATIVE,NOUN,NOUN,NOUN,1.0,0.0,0.98,friendly,nothings
0.82,0.0,0.79,POSITIVE,NOUN,PROPN,PROPN,1.0,0.0,0.98,friendly,albert
0.82,0.0,0.79,POSITIVE,NOUN,PROPN,PROPN,1.0,0.0,0.98,friendly,pitchperfect
0.82,0.0,0.79,POSITIVE,NOUN,NOUN,NOUN,1.0,0.0,0.98,friendly,village
0.82,0.0,0.79,NEGATIVE,NOUN,PROPN,NOUN,1.0,0.0,0.98,friendly,knuckle
0.82,0.0,0.79,POSITIVE,NOUN,PROPN,PROPN,1.0,0.0,0.98,friendly,latenight
0.82,0.0,0.79,POSITIVE,NOUN,NOUN,NOUN,1.0,0.0,0.98,friendly,clearing
0.82,0.0,0.79,POSITIVE,ADV,ADV,ADV,1.0,0.45,0.98,friendly,newly
0.82,0.0,0.79,POSITIVE,NOUN,PROPN,VERB,1.0,0.0,0.98,friendly,renew
0.82,-0.49,0.79,NEGATIVE,NOUN,ADJ,ADJ,0.0,0.0,0.98,friendly,darkest
0.82,0.0,0.79,POSITIVE,NOUN,NOUN,NOUN,1.0,0.0,0.98,friendly,jury
0.82,0.0,0.79,POSITIVE,NOUN,VERB,VERB,1.0,0.0,0.98,friendly,begins
0.82,0.4,0.79,POSITIVE,NOUN,PROPN,NOUN,1.0,0.0,0.98,friendly,calmness
0.82,0.0,0.79,POSITIVE,VERB,VERB,NOUN,1.0,0.0,0.98,friendly,nowplaying
0.82,0.0,0.79,POSITIVE,NOUN,PROPN,PROPN,1.0,0.0,0.98,friendly,sa
0.82,0.0,0.79,POSITIVE,VERB,VERB,VERB,1.0,0.0,0.98,friendly,includes
0.82,0.0,0.79,POSITIVE,NOUN,NOUN,NOUN,1.0,0.0,0.98,friendly,chocolates
0.82,0.0,0.79,NEGATIVE,NOUN,NOUN,NOUN,1.0,0.0,0.98,friendly,clouds
0.82,0.0,0.79,POSITIVE,NOUN,NOUN,NOUN,1.0,0.0,0.98,friendly,girl
0.82,0.0,0.79,NEGATIVE,NOUN,NOUN,NOUN,1.0,0.0,0.98,friendly,mince
